#   d (cM)	weighted LD	    bin count
     0.638	-0.00000651	      8635255
     0.639	-0.00000566	      9320615
     0.640	-0.00000644	      8473266
     0.641	-0.00000299	      9476750
     0.642	-0.00001353	     12289037
     0.643	 0.00000191	      8956817
     0.644	-0.00000051	     17366459
     0.645	 0.00000042	      8973057
     0.646	-0.00000200	      9240237
     0.647	-0.00004564	     10199964
     0.648	-0.00000197	      8543394
     0.649	 0.00000587	      8274292
     0.650	-0.00000230	      8394791
     0.651	 0.00000207	      9109706
     0.652	 0.00000058	     11038628
     0.653	-0.00000469	     16202403
     0.654	-0.00000150	      8655153
     0.655	-0.00000303	     11437157
     0.656	-0.00000419	     11031703
     0.657	-0.00000351	      8750245
     0.658	-0.00000915	     12466557
     0.659	 0.00000057	      9545159
     0.660	-0.00000315	      8819889
     0.661	 0.00000337	     11752917
     0.662	 0.00000486	      8250670
     0.663	 0.00000971	      8943127
     0.664	 0.00000822	      8918792
     0.665	 0.00000614	      8684127
     0.666	 0.00000307	     10677880
     0.667	 0.00000518	     10274795
     0.668	 0.00000558	      8269126
     0.669	 0.00000262	      9044581
     0.670	 0.00000136	      9050805
     0.671	 0.00000641	     11627388
     0.672	 0.00000490	      8306165
     0.673	 0.00000254	     10312659
     0.674	 0.00000105	      8998079
     0.675	 0.00000446	      8672461
     0.676	 0.00000381	      8742968
     0.677	 0.00000147	      9936739
     0.678	 0.00000960	      9031246
     0.679	 0.00000501	      8942737
     0.680	 0.00000172	      9583261
     0.681	 0.00000205	     10041299
     0.682	-0.00011000	     28311330
     0.683	-0.00000852	      9378722
     0.684	-0.00000416	      9446359
     0.685	-0.00000833	      9763356
     0.686	-0.00000475	      8854782
     0.687	-0.00000652	      8690427
     0.688	-0.00000422	      8689582
     0.689	-0.00000860	      9173709
     0.690	-0.00000453	      8891061
     0.691	-0.00001406	      8866542
     0.692	-0.00000968	      8714126
     0.693	-0.00000651	      8433206
     0.694	-0.00000889	      8640752
     0.695	-0.00000948	      8583298
     0.696	-0.00000652	      8554596
     0.697	 0.00000311	      8027906
     0.698	-0.00000391	      8272072
     0.699	 0.00000085	      7981595
     0.700	-0.00000236	      8594604
     0.701	 0.00000322	      8084892
     0.702	 0.00000260	      8319315
     0.703	 0.00000416	      8113111
     0.704	-0.00006065	     15174201
     0.705	-0.00000046	      8076006
     0.706	-0.00000068	      8104527
     0.707	-0.00000492	      7552725
     0.708	 0.00000667	      7702242
     0.709	 0.00000018	     13088918
     0.710	 0.00001037	      9628469
     0.711	 0.00000558	      9549383
     0.712	 0.00000823	      9627155
     0.713	 0.00001001	      9825149
     0.714	 0.00000764	      8386487
     0.715	 0.00000024	     10964068
     0.716	 0.00000745	      8499172
     0.717	 0.00001113	      8460910
     0.718	 0.00001071	      8250913
     0.719	 0.00000674	     14255813
     0.720	 0.00001167	      8649716
     0.721	 0.00001009	      8847460
     0.722	 0.00000856	      8925775
     0.723	 0.00001084	      8552488
     0.724	 0.00000597	     11141251
     0.725	-0.00000116	      9617659
     0.726	 0.00000255	      8973819
