#   d (cM)	weighted LD	    bin count
     0.793	 0.00000726	       132068
     0.794	 0.00002962	       134061
     0.795	-0.00004585	       132143
     0.796	 0.00000619	       132886
     0.797	 0.00022082	       139775
     0.798	-0.00004684	       136170
     0.799	-0.00000116	       130023
     0.800	-0.00005734	       137004
     0.801	-0.00012506	       134263
     0.802	-0.00004813	       134443
     0.803	-0.00011221	       131974
     0.804	-0.00006613	       137759
     0.805	 0.00001216	       137628
     0.806	-0.00014230	       128043
     0.807	-0.00004904	       135101
     0.808	-0.00009438	       145388
     0.809	-0.00016770	       132900
     0.810	 0.00000959	       144965
     0.811	 0.00008970	       136761
     0.812	 0.00000765	       131587
     0.813	 0.00000729	       142488
     0.814	 0.00001595	       139339
     0.815	 0.00008293	       134785
     0.816	 0.00001774	       135398
     0.817	-0.00039717	       132274
     0.818	-0.00003454	       138120
     0.819	 0.00000312	       140231
     0.820	-0.00001915	       134534
     0.821	-0.00008293	       138083
     0.822	-0.00002863	       132919
     0.823	-0.00011149	       136141
     0.824	 0.00003434	       129212
     0.825	 0.00009942	       132519
     0.826	 0.00005330	       131952
     0.827	-0.00005655	       130992
     0.828	 0.00009132	       129626
     0.829	 0.00014517	       140608
     0.830	-0.00007412	       136406
     0.831	 0.00000902	       137114
     0.832	 0.00007027	       133048
     0.833	-0.00000496	       132412
     0.834	-0.00004970	       131158
     0.835	 0.00002246	       133368
     0.836	 0.00000768	       133972
     0.837	 0.00004329	       139725
     0.838	-0.00007191	       134602
     0.839	-0.00004319	       130219
     0.840	 0.00006086	       132635
     0.841	-0.00000311	       132759
     0.842	-0.00004249	       130651
     0.843	 0.00003018	       143880
     0.844	-0.00000731	       134216
     0.845	-0.00004326	       132384
     0.846	 0.00002241	       136296
     0.847	-0.00009250	       133791
     0.848	-0.00003505	       130397
     0.849	-0.00018302	       133254
     0.850	-0.00017619	       138472
     0.851	 0.00000920	       145471
     0.852	-0.00004375	       131087
     0.853	-0.00003290	       134987
     0.854	-0.00003416	       132443
     0.855	-0.00008782	       139665
     0.856	-0.00005335	       142336
     0.857	-0.00003467	       133929
     0.858	-0.00003745	       137796
     0.859	-0.00006976	       135890
     0.860	-0.00004727	       133983
     0.861	-0.00004469	       134310
     0.862	 0.00006093	       136109
     0.863	-0.00001820	       130956
     0.864	 0.00010568	       133384
     0.865	 0.00003989	       128200
     0.866	 0.00008033	       133871
     0.867	 0.00002821	       128668
     0.868	 0.00005977	       133407
     0.869	-0.00002861	       133605
